GEN UID,Bus ID,Gen ID,Unit Group,Unit Type,Category,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Non Fuel Shutdown Cost $,FOR,MTTF Hr,MTTR Hr,Scheduled Maint Weeks,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,VOM,Fuel Sulfur Content %,Emissions SO2 Lbs/MMBTU,Emissions NOX Lbs/MMBTU,Emissions Part Lbs/MMBTU,Emissions CO2 Lbs/MMBTU,Emissions CH4 Lbs/MMBTU,Emissions N2O Lbs/MMBTU,Emissions CO Lbs/MMBTU,Emissions VOCs Lbs/MMBTU,Damping Ratio,Inertia MJ/MW,Base MVA,Transformer X p.u.,Unit X p.u.,Pump Load MW,Storage Roundtrip Efficiency
323_CC_1,301,1,U355,CC,Gas CC,NG,355,37.41,1.05,355,170,150,-25,4.5,8,4.14,2,1,0.5,7215.1,4536.1,3196.6,0,0,0.033,967,33,1.07,3.88722,0.478873239,0.65258216,0.82629108,1,NA,7381,6799,7789,8162,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,5,414,0.13,0.3,0,0
323_CC_2,301,2,U355,CC,Gas CC,NG,355,37.41,1.05,355,170,150,-25,4.5,8,4.14,2,1,0.5,7215.1,4536.1,3196.6,0,0,0.033,967,33,1.07,3.88722,0.478873239,0.65258216,0.82629108,1,NA,7381,6799,7789,8162,NA,0,0,0.0006,0.079999998,0,118,0,0,0,0,0,5,414,0.13,0.3,0,0
121_NUCLEAR_1,101,1,U400,NUCLEAR,Nuclear,Nuclear,400,-21.87,1.05,400,396,200,-50,48,24,20,9999,9999,9999,78978,0,9999,0,0,0.12,1100,150,6,0.81035,0.99,0.993333333,0.996666667,1,NA,10000,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,471,0.15,0.4,0,0
122_HYDRO_1,101,1,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
122_HYDRO_2,101,2,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
122_HYDRO_3,101,3,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
122_HYDRO_4,101,4,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
122_HYDRO_5,101,5,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
122_HYDRO_6,101,6,U50,HYDRO,Hydro,Hydro,50,-6.79,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
201_HYDRO_4,201,4,U50,HYDRO,Hydro,Hydro,50,4.15,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
215_HYDRO_1,201,1,U50,HYDRO,Hydro,Hydro,50,16,1.0437,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
215_HYDRO_2,201,2,U50,HYDRO,Hydro,Hydro,50,16,1.0437,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
215_HYDRO_3,201,3,U50,HYDRO,Hydro,Hydro,50,16,1.0437,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
222_HYDRO_1,201,1,U50,HYDRO,Hydro,Hydro,50,-6.97,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
222_HYDRO_2,201,2,U50,HYDRO,Hydro,Hydro,50,-6.97,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
222_HYDRO_3,201,3,U50,HYDRO,Hydro,Hydro,50,-6.97,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
222_HYDRO_4,201,4,U50,HYDRO,Hydro,Hydro,50,-6.97,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
222_HYDRO_5,201,5,U50,HYDRO,Hydro,Hydro,50,-6.97,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
222_HYDRO_6,201,6,U50,HYDRO,Hydro,Hydro,50,-6.97,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
322_HYDRO_1,301,1,U50,HYDRO,Hydro,Hydro,50,-5.13,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
322_HYDRO_2,301,2,U50,HYDRO,Hydro,Hydro,50,-5.13,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
322_HYDRO_3,301,3,U50,HYDRO,Hydro,Hydro,50,-5.13,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
322_HYDRO_4,301,4,U50,HYDRO,Hydro,Hydro,50,-5.13,1.05,50,0,16,-10,0,0,50,0,0,0,0,0,0,0,0,0.01,1980,20,2,0,1,0,0,0,NA,3412,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3.5,53,0.1,0.28,0,0
320_PV_1,301,1,PV,PV,Solar PV,Solar,0,0,1,51.6,0,0,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,51.6,0,0,0,0
314_PV_1,301,1,PV,PV,Solar PV,Solar,0,0,1,51.6,0,0,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,51.6,0,0,0,0
314_PV_2,301,2,PV,PV,Solar PV,Solar,0,0,1,51.6,0,0,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,51.6,0,0,0,0
313_PV_1,301,1,PV,PV,Solar PV,Solar,0,0,1,95.1,0,0,0,0,0,95.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,95.1,0,0,0,0
314_PV_3,301,3,PV,PV,Solar PV,Solar,0,0,1,92.7,0,0,0,0,0,92.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,92.7,0,0,0,0
314_PV_4,301,4,PV,PV,Solar PV,Solar,0,0,1,51.6,0,0,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,51.6,0,0,0,0
313_PV_2,301,2,PV,PV,Solar PV,Solar,0,0,1,93.3,0,0,0,0,0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,93.3,0,0,0,0
310_PV_1,301,1,PV,PV,Solar PV,Solar,0,0,1,51.7,0,0,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,51.7,0,0,0,0
324_PV_1,301,1,PV,PV,Solar PV,Solar,0,0,1,49.7,0,0,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,49.7,0,0,0,0
312_PV_1,301,1,PV,PV,Solar PV,Solar,0,0,1,94.1,0,0,0,0,0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,94.1,0,0,0,0
310_PV_2,301,2,PV,PV,Solar PV,Solar,0,0,1,51.6,0,0,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,51.6,0,0,0,0
324_PV_2,301,2,PV,PV,Solar PV,Solar,0,0,1,51.6,0,0,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,51.6,0,0,0,0
324_PV_3,301,3,PV,PV,Solar PV,Solar,0,0,1,51,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
113_PV_1,101,1,PV,PV,Solar PV,Solar,0,0,1,93.6,0,0,0,0,0,93.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,93.6,0,0,0,0
319_PV_1,301,1,PV,PV,Solar PV,Solar,0,0,1,188.2,0,0,0,0,0,188.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,188.2,0,0,0,0
215_PV_1,201,1,PV,PV,Solar PV,Solar,0,0,1,125.1,0,0,0,0,0,125.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,125.1,0,0,0,0
102_PV_1,101,1,PV,PV,Solar PV,Solar,0,0,1,25.6,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0
101_PV_1,101,1,PV,PV,Solar PV,Solar,0,0,1,25.9,0,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,25.9,0,0,0,0
102_PV_2,101,2,PV,PV,Solar PV,Solar,0,0,1,25.3,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0
104_PV_1,101,1,PV,PV,Solar PV,Solar,0,0,1,26.8,0,0,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0,0,0
212_CSP_1,201,1,CSP,CSP,CSP,Solar,0,0,1,200,30,0,0,1,1,20,1,0.5,0.17,0,0,0,10000,10000,0.04,576,24,0,0,0.15,0.33,0.6,0.8,1,0.83,0.989475983,1.05501992,1.055274725,1.042105263,1.1,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0
101_PV_2,101,2,PV,PV,Solar PV,Solar,0,0,1,26.7,0,0,0,0,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,26.7,0,0,0,0
101_PV_3,101,3,PV,PV,Solar PV,Solar,0,0,1,26.2,0,0,0,0,0,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,26.2,0,0,0,0
101_PV_4,101,4,PV,PV,Solar PV,Solar,0,0,1,25.8,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,25.8,0,0,0,0
103_PV_1,101,1,PV,PV,Solar PV,Solar,0,0,1,61.5,0,0,0,0,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,61.5,0,0,0,0
119_PV_1,101,1,PV,PV,Solar PV,Solar,0,0,1,66.6,0,0,0,0,0,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,66.6,0,0,0,0
308_RTPV_1,301,1,RTPV,RTPV,Solar RTPV,Solar,0,0,1,100.9,0,0,0,0,0,100.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,100.9,0,0,0,0
313_RTPV_1,301,1,RTPV,RTPV,Solar RTPV,Solar,0,0,1,101.7,0,0,0,0,0,101.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,101.7,0,0,0,0
313_RTPV_2,301,2,RTPV,RTPV,Solar RTPV,Solar,0,0,1,63.1,0,0,0,0,0,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,63.1,0,0,0,0
313_RTPV_3,301,3,RTPV,RTPV,Solar RTPV,Solar,0,0,1,65.4,0,0,0,0,0,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,65.4,0,0,0,0
313_RTPV_4,301,4,RTPV,RTPV,Solar RTPV,Solar,0,0,1,67,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0
313_RTPV_5,301,5,RTPV,RTPV,Solar RTPV,Solar,0,0,1,64.8,0,0,0,0,0,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,64.8,0,0,0,0
313_RTPV_6,301,6,RTPV,RTPV,Solar RTPV,Solar,0,0,1,63.8,0,0,0,0,0,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,63.8,0,0,0,0
313_RTPV_7,301,7,RTPV,RTPV,Solar RTPV,Solar,0,0,1,64.1,0,0,0,0,0,64.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,64.1,0,0,0,0
313_RTPV_8,301,8,RTPV,RTPV,Solar RTPV,Solar,0,0,1,66.6,0,0,0,0,0,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,66.6,0,0,0,0
313_RTPV_9,301,9,RTPV,RTPV,Solar RTPV,Solar,0,0,1,62.4,0,0,0,0,0,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,62.4,0,0,0,0
313_RTPV_10,301,10,RTPV,RTPV,Solar RTPV,Solar,0,0,1,66.9,0,0,0,0,0,66.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,66.9,0,0,0,0
313_RTPV_11,301,11,RTPV,RTPV,Solar RTPV,Solar,0,0,1,65.2,0,0,0,0,0,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,65.2,0,0,0,0
313_RTPV_12,301,12,RTPV,RTPV,Solar RTPV,Solar,0,0,1,27.8,0,0,0,0,0,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,0
320_RTPV_1,301,1,RTPV,RTPV,Solar RTPV,Solar,0,0,1,27.3,0,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,27.3,0,0,0,0
320_RTPV_2,301,2,RTPV,RTPV,Solar RTPV,Solar,0,0,1,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
320_RTPV_3,301,3,RTPV,RTPV,Solar RTPV,Solar,0,0,1,28.3,0,0,0,0,0,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,28.3,0,0,0,0
313_RTPV_13,301,13,RTPV,RTPV,Solar RTPV,Solar,0,0,1,27.2,0,0,0,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,27.2,0,0,0,0
320_RTPV_4,301,4,RTPV,RTPV,Solar RTPV,Solar,0,0,1,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
320_RTPV_5,301,5,RTPV,RTPV,Solar RTPV,Solar,0,0,1,28.2,0,0,0,0,0,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,28.2,0,0,0,0
118_RTPV_1,101,1,RTPV,RTPV,Solar RTPV,Solar,0,0,1,9.3,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0
118_RTPV_2,101,2,RTPV,RTPV,Solar RTPV,Solar,0,0,1,9.7,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0
118_RTPV_3,101,3,RTPV,RTPV,Solar RTPV,Solar,0,0,1,9.4,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0
118_RTPV_4,101,4,RTPV,RTPV,Solar RTPV,Solar,0,0,1,9.1,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0
118_RTPV_5,101,5,RTPV,RTPV,Solar RTPV,Solar,0,0,1,9.1,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0
118_RTPV_6,101,6,RTPV,RTPV,Solar RTPV,Solar,0,0,1,9.7,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0
320_RTPV_6,301,6,RTPV,RTPV,Solar RTPV,Solar,0,0,1,9.4,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0
118_RTPV_7,101,7,RTPV,RTPV,Solar RTPV,Solar,0,0,1,11.8,0,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,0
118_RTPV_8,101,8,RTPV,RTPV,Solar RTPV,Solar,0,0,1,11.2,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0
118_RTPV_9,101,9,RTPV,RTPV,Solar RTPV,Solar,0,0,1,10.3,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0
118_RTPV_10,101,10,RTPV,RTPV,Solar RTPV,Solar,0,0,1,4.5,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
213_RTPV_1,201,1,RTPV,RTPV,Solar RTPV,Solar,0,0,1,13.2,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0
309_WIND_1,301,1,WIND,WIND,Wind,Wind,0,0,1,148.3,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,148.3,0,0,0,0
317_WIND_1,301,1,WIND,WIND,Wind,Wind,0,0,1,799.1,0,0,0,0,0,799.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,799.1,0,0,0,0
303_WIND_1,301,1,WIND,WIND,Wind,Wind,0,0,1,847,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,847,0,0,0,0
122_WIND_1,101,1,WIND,WIND,Wind,Wind,0,0,1,713.5,0,0,0,0,0,713.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,713.5,0,0,0,0
313_STORAGE_1,301,1,STORAGE,STORAGE,Storage,Storage,0,0,1,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,85
